Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades
TCS,EQ,24-Feb-2016,2264,2262.45,2262.45,2201.2,2216,2210.95,2230.36,829664,1850451615.05,38290
TCS,EQ,25-Feb-2016,2210.95,2219.8,2228,2185.65,2224.2,2212.85,2204.85,915278,2018048988.1,45678
TCS,EQ,26-Feb-2016,2212.85,2229.7,2256.9,2199.6,2219.9,2210.5,2218.03,768768,1705153693.5,37353
TCS,EQ,29-Feb-2016,2210.5,2237,2237,2115,2172,2176.8,2184.95,1095859,2394398681.65,47672
TCS,EQ,01-Mar-2016,2176.8,2193,2285.1,2162,2281,2276.65,2257.79,999880,2257516902.5,50318
TCS,EQ,02-Mar-2016,2276.65,2305,2330,2256.25,2320.1,2318.85,2288.84,763743,1748081932.1,42118
TCS,EQ,03-Mar-2016,2318.85,2336,2391,2301,2369.4,2373.15,2356.33,1324142,3120109870.55,61441
TCS,EQ,04-Mar-2016,2373.15,2380,2380,2349.55,2369.85,2357.55,2362.52,756483,1787209075.4,32716
TCS,EQ,08-Mar-2016,2357.55,2342.1,2367,2304.2,2351,2354.3,2342.85,634076,1485546744.9,33078
TCS,EQ,09-Mar-2016,2354.3,2341,2369.4,2295.15,2360,2357.25,2326.68,1008892,2347365913.2,45459
TCS,EQ,10-Mar-2016,2357.25,2356.05,2359.85,2314.95,2347,2348.3,2329.26,830833,1935228919.75,47391
TCS,EQ,11-Mar-2016,2348.3,2340,2390.85,2335,2360,2365.25,2369.33,765264,1813160612.1,60976
TCS,EQ,14-Mar-2016,2365.25,2362,2398,2340,2346.1,2355,2361.38,818371,1932483561.6,50401
TCS,EQ,15-Mar-2016,2355,2349.05,2363.5,2320.1,2330.25,2329.9,2333.27,811678,1893864662.9,34040
TCS,EQ,16-Mar-2016,2329.9,2315,2332,2306.9,2323.55,2327.05,2320.16,959123,2225314511.3,47662
TCS,EQ,17-Mar-2016,2327.05,2334,2361.8,2332,2349,2352.05,2347.85,1110544,2607391322.65,51558
TCS,EQ,18-Mar-2016,2352.05,2360,2430,2360,2421.4,2425.85,2408.6,1602035,3858668680.5,102942
TCS,EQ,21-Mar-2016,2425.85,2426,2454.95,2420,2449.05,2446.25,2434.69,1168491,2844918942.2,68915
TCS,EQ,22-Mar-2016,2446.25,2442,2485,2436.5,2470.65,2473.1,2456.21,975992,2397240026.25,63517
TCS,EQ,23-Mar-2016,2473.1,2487.9,2487.9,2457.3,2479.6,2473.8,2473.02,1139217,2817311940.5,55908
TCS,EQ,28-Mar-2016,2473.8,2491,2517.15,2461.55,2476,2473.4,2478.01,1660441,4114582547.1,82490
TCS,EQ,29-Mar-2016,2473.4,2478,2486.95,2455,2462.4,2469.4,2472.49,919398,2273205293.65,32196
TCS,EQ,30-Mar-2016,2469.4,2470.9,2505,2460,2490,2489.5,2490.18,1068252,2660138879.55,66443
