Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades
INFY,EQ,25-Feb-2016,1125.35,1125.4,1130.6,1101.1,1115.9,1110.3,1112.14,2242264,2493709761.25,102958
INFY,EQ,26-Feb-2016,1110.3,1120.15,1132,1116,1122.1,1121.15,1121.6,2117818,2375337063.6,114603
INFY,EQ,29-Feb-2016,1121.15,1129.5,1130.4,1068.3,1085.55,1084.05,1095.62,4083038,4473469436.35,95756
INFY,EQ,01-Mar-2016,1084.05,1094.8,1130.3,1094.8,1128.75,1125.45,1118.92,3193077,3572794466.9,99480
INFY,EQ,02-Mar-2016,1125.45,1137.05,1163.5,1125,1158.5,1156,1143.15,3607449,4123873292.05,105889
INFY,EQ,03-Mar-2016,1156,1168,1192.85,1154,1172,1169.3,1173.96,2907152,3412892364.45,100651
INFY,EQ,04-Mar-2016,1169.3,1175.6,1185,1159.1,1175.3,1170.65,1173.98,2140840,2513300444.7,63895
INFY,EQ,08-Mar-2016,1170.65,1163,1190.5,1147.4,1160.85,1163.45,1159.98,3808873,4418218641.45,107108
INFY,EQ,09-Mar-2016,1163.45,1145,1183.75,1142.95,1177,1178.5,1168.24,3152891,3683322613.4,89544
INFY,EQ,10-Mar-2016,1178.5,1162.9,1162.9,1139.35,1142.65,1142.5,1148.72,12190508,14003425951.2,90787
INFY,EQ,11-Mar-2016,1142.5,1146.2,1155.95,1138.2,1141,1143,1148.57,2029274,2330755844.9,60784
INFY,EQ,14-Mar-2016,1143,1146,1154.25,1138.5,1140.9,1141.2,1143.6,2087131,2386845851.05,78868
INFY,EQ,15-Mar-2016,1141.2,1144,1154.5,1128.95,1134.6,1134.4,1139.17,3360129,3827755995.25,73517
INFY,EQ,16-Mar-2016,1134.4,1141.9,1155,1131.55,1151.1,1152.45,1145.49,2794425,3200980692.65,68267
INFY,EQ,17-Mar-2016,1152.45,1156.9,1169.75,1154.05,1157,1161.75,1161.7,3237311,3760788712.6,99521
INFY,EQ,18-Mar-2016,1161.75,1162.8,1199,1162,1190,1193.4,1182.5,4238711,5012256647.75,95530
INFY,EQ,21-Mar-2016,1193.4,1188,1199,1180.05,1192.7,1194.9,1189.83,2569196,3056912501.25,85237
INFY,EQ,22-Mar-2016,1194.9,1191.25,1194,1172,1193.1,1189.95,1182.78,3548975,4197665190.55,102921
INFY,EQ,23-Mar-2016,1189.95,1190,1210.7,1182.1,1208.8,1207.8,1195.9,3166588,3786937855.55,136505
INFY,EQ,28-Mar-2016,1207.8,1232.4,1237,1195.75,1209,1204.9,1212.25,5393755,6538591760.3,112913
INFY,EQ,29-Mar-2016,1204.9,1199,1218.9,1191.55,1195,1197.25,1205.49,3497678,4216417212.1,91763
INFY,EQ,30-Mar-2016,1197.25,1197.6,1210,1195.55,1206.6,1205.95,1205.03,2878409,3468574631.15,94161
